org.coolreader#120001:	  Not good can't open epub file 
org.coolreader#123012:	   The best app ever seen. The only problem is that when it is in landscape mode and the phone is locked, and we open it again, it starts loading again. 
org.coolreader#123022:	  Crashes when opening .chm files on nexus 7 (2013) 
org.coolreader#123033:	   price, free multiple format support, excellent crashes and failures on my sg3, nonexistant. 5 stars. 
org.coolreader#123038:	   Literally. Well...too many options actually, like way way too many unless you like playing games instead of reading and the hyphenated text, maybe somewhere you can change it so the words are not broken up but I couldn't find it and I tried, fiddled more than I wanted but I tried I suppose. 
org.coolreader#123044:	   . . So many functions . . No pressure to buy anything and no ads issue. . Brilliant keep up the great work, i have all my books on this app and wouldn't use another one. 
org.coolreader#123045:	  Don't work 
org.coolreader#123069:	   I downloaded this application to read some .mobi files but everytime I open the application it crashes and works very bad and slowly... 
org.coolreader#123073:	   I love this app. I really like the read aloud function even though it messes up some word, wind is read as wined. I am using it mainly to read my epub files of SAO. So far I had a problem with read aloud, as it word keep reading tyhe same page over and over again, but changing chapter fix this problems. The gui is very out dated IMO. I would love to see my ebooks on a ebook shelf like some of the other ebook apps out there. But all in all gr8 app 
org.coolreader#123076:	   Crashes periodically on my Samsung s3 
org.coolreader#123086:	   Please fix. HTC Droid Incredible 2 4G LTE Verizon 
org.coolreader#123095:	   Please fix, it's annoying. 
org.coolreader#123123:	   try opening prc file; failed loading. maybe the next update? 
org.coolreader#123128:	   I like the Text-to-Speech(TTS) functionality very well. If we enable "Read Aloud" option, the text will be read by highlighting sentence by sentence. Only problem is the transapernt TTS control panel hides some of the text while reading. One of these solutions need to be implemeted: 1. Whenever the new sentence hide in the panel, show new page from that sentence.. 2. Make TTS control panel vanish after some time 3. Keep the TTS control panel available always and show the book only in the rest of the area. If then, 5 star.. 
org.coolreader#123135:	   i would love to have this app on my tab... too bad.. please fix... 5 star right away aftr fix 
org.coolreader#123137:	   This was the best ebook reader till now and All of a sudden bookmark stop working.. it keeps bringing back to starting page 
org.coolreader#123149:	   App unexpectedly closes, sometimes freezes and is unresponsive. Nexus 7 2nd generation . Works well with epub files but I'm sick of it crashing. 
org.coolreader#123153:	   Didn't load any of my PDF and couldn't decode Arabic in the doc files 
org.coolreader#123162:	   This reader is easy to use, and lacks the "issues" of many other readers. Recently, hubby was using a different reader he claimed he liked... Until he tried to read a poorly scanned copy of a classic book. Instead, I downloaded this AP, and found a free copy of the same book - UNabridged. He is finding it MUCH more pleasant, and deleted the other reader entirely. Comfortable font-size, lighting options, and padding are some of the high points. 
org.coolreader#123176:	   Having problems with reading some books that can be read normally with a PC. 
org.coolreader#123179:	   Really awesome It doesnt crash at all :) 
org.coolreader#123182:	   Been using this app since I discovered it in Nov 2011 and have not found anything better the only issue I have with it is it does not read pdf but there are other apps for that. If you are looking for a good feature rich multi eBook reader look no further 
org.coolreader#123183:	   I guess this is the best reader ever, even though I haven't used many more. But this one absolutely rocks! COOL! 
org.coolreader#123193:	   The aesthetic is nice, but Android doesn't recognize Cool Reader as a mobi reader. So since there's no association, you can't open the file unless you open it from CR. Also, doesn't read djvu, which would be nice. 
org.coolreader#123213:	   I downloaded this app because of the many good reviews it got but it was such a disappointment! It crashed every time I tried to open my books. Also, the app claimed to support .prc file but I couldn't open any of my .prc books. Not only that, It was having problems opening epub file books as well. I had to unintall if from my phone. 
org.coolreader#123215:	   TTS doesn't work in other languages except Russian 
org.coolreader#123218:	   It can't display thai in opening doc file, but still can use TTS in thai well. If fix this, I'll give 5 stars for sure. 
org.coolreader#123223:	   Still love this app more than the other eBook readers out there... Just one thing... Cud u fix autoscroll so we cud set the speed? Currently the default is too quick. Also page turn animation needs improvement 
org.coolreader#123226:	   Couldn't open my documents! Deception! 
org.coolreader#123233:	   I can't open my PRC format e books using this apps. Is this format partially supported or not at all...??. 
org.coolreader#123235:	   Since the latest update I cannot get text colour to be anything other than black. E.g. in night mode with white text on a solid black background the book text renders as black (unreadable) - but the Author Name, Book Title, Page Number etc do render as white. Otherwise excellent! UPDATE: Problem only affected the book I was reading at time of update. All working fine now. 
org.coolreader#123244:	   Good overall but bugs on a book sometimes then crashes. You can then no longer open that file. Please bug fix this. 
org.coolreader#123249:	   But recently started bugging out. The book I was reading was going fine till about chapter 7. Now no matter how far ahead I read to the moment my screen goes off, I rotate the screen or leave the app it sticks me back at chapter seven. 
org.coolreader#123255:	   Used to be a 5 star app, but the latest update crashes every couple of pages. When this issue is addressed, it will be back to 5 stars 
org.coolreader#123257:	   One of the best apps in Android and a must have if you love reading books. I wish I could rate it more than 5 stars because it doesn't get any better than this. Should be a paid app. 
org.coolreader#123262:	   Can't open any chm files. 
org.coolreader#123266:	   The bugs are slowly getting ironed out. However I switch from read aloud for the car to reading myself when I'm able. Every time I have to mess around in the settings to stop the text from not wrapping to the screen size. Fix this and 5 stars. 
org.coolreader#123271:	   Nothing is worse than not be able to finish a book that you open before without any trouble... crash without any message or error and no way to fully clean cash.... removed. 
org.coolreader#123273:	   Please fix problems in opening all formats of books including PDF it force closes often please fix it in next update.please update fast 
org.coolreader#123276:	   Do not work in my Samsung galaxy tab 2. 
org.coolreader#123283:	   Downloded a txt via Google Drive. Cannot open the file clicking on the file. No book found error. 
org.coolreader#123287:	   Not loaded with ads, access to online catalogs a huge plus! Easy and intuitive interface! 
org.coolreader#123290:	   why can't open prc file larger than 800 kb?? 
org.coolreader#123291:	   It's easy to use and loads quite quickly. Very user friendly. I suggest this to everyone. The only issue I havr with this is that when you jump to a diffetent page from the table of contents or when you jump to a bookmarked or highlighted page, once you press the back key, it goes back to the page you were last in. Besides that, it' good. 
org.coolreader#123294:	   All that pops up is "Error 404" 
org.coolreader#123306:	   Hi This is a good app however it does not work with opds servers that require passwords 
org.coolreader#123307:	   Very good otherwise, will give it Cinco Diamante once this issue is addressed 
org.coolreader#123309:	   Was working beautifully until recent update 5* and then the fonts all failed. Defaults to a ghastly san seriffed font that is hard to read and changing the font doesn't make any difference. 
org.coolreader#123315:	   Mostly "cool" but frequent crashes make it unusable. 
org.coolreader#123322:	   Because of people like Vadim I am reading books like crazy again. Very versatile, reliable and stable!!! Not a single issue on my LG 2.2 android as well as on my Ramos w41 4.1 device. All my friends and family are using this app (those who have the android device...LOL) 
org.coolreader#123334:	   Works well. Like the choice of font colors on night time reading background. Sometimes audio reader doesn't work correctly-it gets stuck on a section and keeps repeating it instead of continuing on. Five stars when that gets fixed. 
org.coolreader#123369:	   Crashes all the time on fb2 books at 70%,freezes my phone so i have to restart it. It was perfect reader ,but after the last update can't use it. I have asked to fix the problem several times ,I waited for almost a year, so the problem will be fixed. But nobody cares... TOO BAD!!! 
org.coolreader#123374:	   still has some quirks with caching, when out by, say, Home key, might later fail to open last book, and I had to remove the book's cache from .cr3 dir manually. also, if set to landscape mode, re-switches to it heavily after screen off. otherwise perfect, the best! 
org.coolreader#123379:	  Sometimes not reads and it takes time to fit on screen and page hangs without proper scaling. Pages does not fit on screen.tExcept given problems, its ok. Try it. 
org.coolreader#123381:	   The UI is an eyesore and consumes more battery power than needed. Please get rid of all the graphics and use a simple black and white theme. Fyi, omled screens individually turn off pixels if they are pure black thus saving power. Crashes constantly. 
org.coolreader#123382:	   I love this little application, its nice and simple to use however its compatibility could be a little better, sometimes it can fail to read the books correctly and leaves out complete sections of text, I prefer to use cool reader, however for the present set of books I am reading, i am having to use FBReader, as cool reader leaves out almost anything written between quotation marks. 
org.coolreader#123383:	   crashing frequently and starting from previous pages. Kindly correct the problem in otherwise a good reader 
org.coolreader#123390:	   It was so great that I had suggested it to many of my friends, since it was handy and quick, but recently it just force-closes ALL the time. I will be forced to uninstall. I tried to put up with the problem, but I can't go five minutes without crashing! 
org.coolreader#123398:	   Will not open!! I need to read my book, I am very upset! Please fix!! 
org.coolreader#123399:	   This is a good bookreader but doesnt get five stars because its started to crash after reading ten pages or so. Unless that can be fixed i'll have to find something else for my epubs. Update.. still no fix for this so its gonna be moonreader. 
org.coolreader#123403:	   The app is crashing while trying to read mobi file.. 
org.coolreader#123413:	   I am an ebook creator who is testing various eBook readers. This reader doesn't do its job well. 1) can't display font color, 2) can't adjust font size, 3) error render sentences contains Chinese and English. 4) can't display cover image. In short, can't display a simple epub format in proper. 
org.coolreader#123415:	   Google nexus tablet Apps opens fine but when I'm trying to scroll down to see all my books, it let's me scroll down to maybe 10 or so books before it restarts me back up at the top/beginning of my list. I have over 50 books on my tablet. For some reason all my books are showing up as doubles. Sometimes while I'm reading the app crashes and I lose the spot I was reading when it closes out by itself. :( Help please? 
org.coolreader#123420:	   Was a perfect reading experience. I just wish I could specify a home directory for my books. Now it crashes when trying tk save preferences and doesn't remember the current page. 
org.coolreader#123433:	   BUT! Last version eats whole RAM memory, and works unstable. Hope author will fix that soon. Still 5 stars. 
org.coolreader#123436:	   Nice UI, friendly but do not support Vietnamese, have problem on navigate menu 
org.coolreader#123447:	   I don't know whether it is my device fault or the apps fault it crashed on the first time and never run well in my device, I prefer aldiko over any other readers the only issue with it is that it does not support page scrolling 
org.coolreader#123449:	   It crashes all the time. 
org.coolreader#123450:	   I really like it and I never had problems with it. 
org.coolreader#123454:	   A very good reader but it seems to crash fairly often and doesn't remember your page afterwards. 
org.coolreader#123455:	   But the shutoff button backlight does not work for my HTC one and I can't seem to get the info bar working but other than that awesome reader 
org.coolreader#123457:	  Cannot find language choice. Default is French and I need English 
org.coolreader#123459:	   Doesn't open epub files. 
org.coolreader#123463:	   Excellent reader. But after the last update it always crashes. Please fix it 
org.coolreader#123469:	   Experiencing same crash issues as others when trying to read my epubs. Doesn't matter what book I'm reading it continually crashes. 
org.coolreader#123470:	   Simply the best, it takes even rtf. Never crashes, so reliable, always remembers last page. Every time I use it, every time I really enjoy it. Only for djvu and pdf I have to use another one, the rest it takes just fine. It gives SO many options to customize reading exactly the way I want, realistic pages, a lot of themes for background, diffrerent control options, it has everything for my convenience and I am really happy with this reader! 
org.coolreader#123483:	   Sometimes crashes and cant open books when they worked before uninstalling 
org.coolreader#123493:	   So, I've been a dedicated user of this app for a long while now, and everything has been fine. And then some genius (That'll be you Vadim Lopatin I presume?) went and updated it to something that continually crashes... A true masterstroke in user hostility generation... Well done. Uninstalled... Moon reader is better anyway. I am forced to give this exercise in stupidity the minimum of one star, but that is about 4 billion stars too many. DON'T buy this app for anything more than ABSOLUTELY NOTHING folks, attempt to use at your own peril. 
org.coolreader#123494:	   I used it for a while. Found it crashed a lot and forgot the locations of my books. I finally switched to another popular reader that doesn't crash as much and looks nicer. 
org.coolreader#123508:	   Now it crashes all the time. 
org.coolreader#123509:	   After trying out several eBook readers I finally came upon Cool Reader. After reading several dozen books with this app, I can say that I am in love despite some of its flaws. The most jarring flaw is the random crashing that occurs in the latest version. It wouldn't be so bad if it didn't cause me to lose my place on relaunch. As soon as this bug is dealt with, it'll be a solid five star rating. 
org.coolreader#123514:	   Last update I get random Chinese in txt files till then it was my fav reader. Can't you fix this I really love your reader. Still there a year later. 
org.coolreader#123524:	   Keeps crashing a lot. Very nice application, but it's annoying with the numerous crashes. 4 stars until the fix. 
org.coolreader#123530:	   Read aloud function has started looping. Its the one reason I chose this app. Please fix! Thank u 
org.coolreader#123537:	   Needs to update to fix crashes otherwise I love this app when it works 
org.coolreader#123538:	   Sometimes the pages flip by itself and no memory of the previously read page, fix that and you'll be five stars..! 
org.coolreader#123541:	   After updating on android 4.2 - the program start to crash very often (1-2 times per hour). After crash it usualy lost my position in text and sometimes even load another book. 
org.coolreader#123542:	   Keeps randomly crashing on my HTC one x and putting me back several pages. True full screen and the ability to dim the devices control keys would be good too. But I do recommend, despite the issue above still best reader out there, sort the crashing out and 5* for sure. 
org.coolreader#123557:	   On Epub just started to exit to home about 3 times in hour without popping the crash dialog. I believe it happens on page change. Must be WinDeath. Otherwise love it and use for 2 years now for all reading formats. 
org.coolreader#123559:	   It has great potential, but some features don't work well. 
org.coolreader#123567:	   It was a really cool reader and I`ve been using him for a long time. Now he crashes 10 times a day and starts again on previous pages. Uninstalled. 
org.coolreader#123576:	   As soon as I open my epub book the app crashes. This book has worked perfect in the past. 
org.coolreader#123577:	   Best reader - I tried a number of them. Only issue is after I upgraded to HTC one, the font sizes got screwed up - the largest one is what use to be medium on my HTC raider... Could u fix that? I''ll donate more... 
org.coolreader#123582:	   Tried looking for a TTS system to read my EPUB books aloud. This does exactly that but there's no way (that I found) to skip to a chapter or use bookmarks at all. It also kept (gracefully) crashing on my device. I later found Mantano premium, though expensive, is exactly what I needed with a much better interface to boot. 
org.coolreader#123586:	   It also caused my phone to get stuck, get rebooted a couple of times and a few other slight malfunctions which went away once I uninstalled it. However I am sure I am unique in having this problem on my Galaxy Y Duos as apparently no other user reported such things. Please look into the problem and sort it out and I promise to give nothing less than 5 stars. Update to my comment: Installing this app screwed up my phone. 
org.coolreader#123588:	   Cool Reader is very, very close to what I want & need: A reader w/ intelligent paging and page advance. Vital features are high-quality rendering of text & graphics, & really simple page advance (swipe, flip, tap, etc.). Cool Reader has these, making it better than Polaris Office (lacks smart page advance) and better than readers with poor rendering. But it's missing one critical feature: Integration with the "Complete action using..." menu. When I access a PDF online (whether directly via my browser, via Google Drive, etc.), I very much want my preferred app to be in the "Complete action using..." list. Forcing me to download the doc then go find it on the filesystem is a usability fail. Other things that would be nice would be direct Google Drive integration - but I can live without that, as long as I have the above. Overall, it's a good app, nice look and feel, plenty of configuration options, once I'm in a doc. But the lack of "Complete action using..." integration is a showstopper. Without it, I'll either stick with Polaris Office or I'll keep hunting for a better reader. Add "Complete action using..." support and I'll gladly buy a donation version. 
org.coolreader#123597:	   Nice app. But needs fix to take rotation lock into consideration. 
org.coolreader#123604:	   Tried many readers... Problem with aldiko was scrolling.. Moon + reader was annoying for the scroll as well... Have been using this awesome app ever since I've discovered it. Excellent. 
org.coolreader#123605:	   Add a shelf view like aldiko and this would be the ultimate app. Love the way you can add a series specification and the books show in relation to that. So many readers don't do that. Finally all my books are in the correct order! Also love all the customizable content. Would also love if the home screen showed just the imported books not a directory. Fix the shelf view and the home screen issue and this will be five stars. 
org.coolreader#123608:	   I love this app, it's the easiest to use among all my reading apps and functions well. Only problem is, latest books don't show up on the app for some reason. Is there a book limit? 
org.coolreader#123609:	   Failed to display text properly formatted 
org.coolreader#123618:	   With the paper background. It also crashed. 
org.coolreader#123622:	   Not useful until it opens pdf. 
org.coolreader#123623:	   Right in the middle of a good book and it just stopped working. Can't read the book. Uninstalled and tried reinstalling it with no luck. Permanently uninstalled, which is a shame because up until that point it was a good app. 
org.coolreader#123624:	   Fix it!!!it cant even open my ebooks properly...you have so many control buttons that doesnt even work. 
org.coolreader#123630:	   The latest version lets me customise screen tap commands which stops the jumping 10 pages problem. Everything else was pretty much perfect anyway. 
org.coolreader#123634:	   There are a few things, because I didn't gave a 5 stars. So there it is: 1. I need more fonts, 2. I didn't find smooth auto scrolling options with configurable scroll speed. Fix this and u will get 5 stars from me. Good thing is that have NO ADS! Overall, good job mate! 
org.coolreader#123641:	   I havent had a problem with this app. Easy to use nice theme. 
org.coolreader#123656:	   Nice features, frequent (!) crashes (HTC1X)... Shame. 
org.coolreader#123669:	   Horrible app. Doesn't jump to chapters from index, slow pagination,often crashes with mobi files from Amazon. 
org.coolreader#123671:	   Couldn't open the only epub I wanted to read... 
org.coolreader#123673:	   For reading books this app is great. No perfect but it's my favorite. Unfortuntely I didn't buy the app to read primarily I bought it for the "read aloud" feature. This feature works... sometimes... if you like hearing the same passages over and over since it get's stuck in repeat loops and repeats the same text again and again. The developer has known about this bug for some time, there's bug reports and numerous forum posts and emails sent but as of yet no recognition of the bug and no fix. Vlad when can we expect this to be fixed so this can truly be the best ebook reader out there? 
org.coolreader#123677:	   I am using this reader for a very long time. Everything was perfect until recently. It started to crash every few minutes. The worst thong is that when you start it again it puts you on the page where you have started your reading session. It is so annoying to look for the page where it crashed. Was great app. Wish I didn't update. 
org.coolreader#123688:	   Getting memory leaks on Android 4.2 resultibg in force close. Never had this problem before until most recent update 
org.coolreader#123689:	   Terrible formatting and crashes all the time. Would not recommend. 
org.coolreader#123690:	   Works with perhaps half my books - the rest, the app crashes back to desktop. (PPrs resource forks in pdb containers, used by Peanutpress/Palm/Motricity/Fictionwise/Nook ereader format) 
org.coolreader#123697:	   Tts was working fine then just stopped working with no apparent reason. 
org.coolreader#123702:	   Worked properly in the beginning but started to crash afterwards. very irritating, poor. Awesome initially, But bad due to crashing 
org.coolreader#123706:	   Great for fiction; lets you fix bogus formatting and read books without annoyances. Only thing that bothers me is that the time and notifications are hidden while reading. 
org.coolreader#123728:	   It doesn't have option to fix screen orientation! 
org.coolreader#123729:	   Last update was completely worthless. The book does not save the location and always starts from the first page. Cannot add online catalogs. 
org.coolreader#123732:	   One of the best. The only problem I found until now is that covers do not show on some ebooks but are shown on other reader apps. Also there is no book info field. I guess nothing is perfect...Please add.. 
org.coolreader#123747:	   For the last month or two, this app will not bookmark all the time, repeats sentences over & over again, and restarts at the first bookmark again even after I delete that bookmark (it re-bookmarks it on its own). VERY.FRUSTRATING! Please fix before I delete this app. 
org.coolreader#123758:	   I put several of my e book on my phone to enjoy on the go. Love this app. Only issue I have is with illustrations but that may be from my end. 
org.coolreader#123759:	   It's very irritative, that you never can get rid of those menu buttons while reading, please fix it! It WS my favorite reader! Ill change the mark back to give stars as soon as ill be able to read in full screen mode. Thank you. 
org.coolreader#123766:	   Crashes constantly on HTC One X with Android 4.1.2. Great app otherwise. 
org.coolreader#123770:	   The reader looks great but I was not able to open any of my kindle prc files. I get an unknown format error. I will keep the app installed in hopes of a fix in the future. 
org.coolreader#123776:	   After update to JB app suddenly crashes and goes back to last bookmark. 
org.coolreader#123777:	   ... does crash a fair amount on my Nexus 7 
org.coolreader#123778:	   Love it. Simple, comfortable and never crashed. 
org.coolreader#123783:	   Was really cool reader before, but last months always crashes after few minutes of reading. Uninstall. 
org.coolreader#123805:	   Its not a good application as it Crashes intermitantly. Handling of Contents is also difficult. UP buttons Stops functioning Suddenly while U need it the most.l have Uninstalled it. 
org.coolreader#123806:	   First I had downloaded moon reader for an epub file and it wouldn't read it and this one read it without a problem. Thanks! :D 
org.coolreader#123807:	   Thus has been a very good app through and through. Always works correctly. My only issue is as of late it forgets the page I left off at. Used to be fine. 
org.coolreader#123810:	   Updated verson is crap. Could not run. 
org.coolreader#123817:	  Crashes on a 93 mb chm file 
org.coolreader#123821:	   Keeps randomly closing and sometimes won't open my recent books. S3 
org.coolreader#123824:	   Crashes inn spesific places inn spesific books. 
org.coolreader#123825:	   Great reader. Have a few issues concerning the gui but it's the best free app ever 
org.coolreader#123833:	   It's good. But, why this application can't open arabic text? 
org.coolreader#123864:	   Cant open, completely crashes with my kobo arc 
org.coolreader#123865:	   The best e-reader I've used.Though after the last update, Fleeboosta electronic catalogue has gone. Please fix this problem.Thank you for a good application. 
org.coolreader#123866:	   Med books won't open and won't load once opened 
org.coolreader#123874:	   Crashes while loading books. 
org.coolreader#123876:	   crashed several times in 20 minutes of reading. using samsung s3 mini fone 
org.coolreader#123878:	   My phone and OS are brand new. I was using it for a couple minutes and the screen just went blank. And when i would try and relaunch the app it would still go black immediately. I even uninstalled this app and reinstalled it and it STILL did the same thing!!! Crap! Don't download this!!! 
org.coolreader#123889:	   Loved this app until it updated & stopped loading my book I was reading on my note 2!! 
org.coolreader#123894:	   Was serviceable until latest update broke it completely. Won't open the same file that it opened no problem before. 
org.coolreader#123903:	   I use this on my HTC Sensation and I love it. The only complaint is that it has too many features that I don't use. 
org.coolreader#123929:	   ...why does it respond with "Error 404" so often when trying to download a title? Only fair because of this problem. 
org.coolreader#123930:	   App works great, better than any other reader I've tried. One small quirk with the latest update: I had to move the app from the SD card back to the phone to get the update to install. App can't be moved to the SD again after the update, but not a big issue. Update: I'm dropping this to three stars because it keeps deleting my bookmarks. 
org.coolreader#123938:	   I got this thing for just one reason: I needed an app which could read text files aloud. This thing came highly recommended, but the text-to-speech feature is just awful; after a while it will jump backward and read the same piece of text endlessly for no apparent reason. I've encountered this problem with multiple files and have run the app on several different Droid devices... and the problem occurs with annoying regularity. 
org.coolreader#123941:	   some epub only open for first page. Waste of time. TTS not working most of the time, ui laggy, not abke to use phone setting for sensor rotation.... 
org.coolreader#123945:	   Crashes, does not display some of tha pictures. Hangs. I hate it. Cannot handle files bigger than 100mb. Bolloks. I uninstalled within 10mins of installing it. 
org.coolreader#123949:	   Was a great reader now crashes my tablet every time I open it. 
org.coolreader#123957:	   Crashes sometimes. Other than that it is brilliant 
org.coolreader#123958:	   Using Samsung galaxy tab gt-p3100 android 4.1.1. Reader now crashes when i try to read a uncompleted book. It has become so unreliable after update that when default music player is player is playing and i turn on the reader, reader crashes and music player hangs. Poor app after update. Rating 1 point. 
org.coolreader#123959:	   When there are references in the file or some footnotes, clicking on them doesn't take me to the corresponding page. Same problem for table of contents also. Otherwise good. 
org.coolreader#123968:	   It won't open files stored in Google Drive without erroring. Also pretty ugly by default. 
org.coolreader#123973:	   Plz fix this problem then back to 5* 
org.coolreader#123974:	   Constantly crashes when opened recently read book. Interface not intuitive for leaving book in landscape or portrait mode. Dimmer works poorly when in night mode. 
org.coolreader#123985:	  Read Aloud is not working in CHM files... 
org.coolreader#123988:	   I have the free Kindle app but have had problems pushing books on my phone into the Kindle unless I get them from Amazon. This where Cool Reader shines. It's for free and will seek out all the books on your phone and then all you have to do is customize it the way you like and read them. This app will also read your books to you. Very simple, a great app to get if you're a serious reader. 
org.coolreader#123994:	   Can't find any books so either this app is stupid or I'm just retarded. Even searched just the author and still "No books found" 
org.coolreader#123996:	  Keeps on saying its not working and I then have to foreclose 
org.coolreader#124001:	   Nice... but won't open any of my .pdb files :( Any suggestions on how to make it work gratefully received! 
org.coolreader#124002:	    feature does not work on my phone. the highlight just goes through the words and no sound at all. please fix 
org.coolreader#124007:	  Amazin one! I was so upset cuz i couldn't use java for readin books, but this is way better! :) 
org.coolreader#124012:	   Very customizable which I love but without pdf support I have no use at all... uninstalled for now.. will be watching updates, but if it takes to long I will fine something that better fits my needs 
org.coolreader#124013:	   Since last update 11 dec, it crashes after a few minutes. Frustrating because it forgets your place. How many times do i have to search through many pages to find my place? 
org.coolreader#124014:	   cannot find it in the options BUT how do you change the font color on chapters ie chapter five !! 
org.coolreader#124016:	   Horrible. Crashes everytime i try to download a book. 
org.coolreader#124027:	   Installed Cool Reader on my Nexus 7. Everytime I try to read a book, Cool Reader instantly crashes. I've uninstalled and reinstalled and always get the same result. Constant crashing and no reading. Please fix!! 
org.coolreader#124030:	   This app is a great alternative to my free Aldiko. It has a nice book flip animation and plenty of customization. I like the page background selection and the texts format doesn't get messy. I wished there are more font choices but free users can't be choosers. Thanks developers. 
org.coolreader#124032:	   I used to love cool reader and was glad to have it on my Galaxy Tab 10.1, but after last update app is crashing constantly without even remember the page program stopped to work on. Vadim , please do something about it, generally your app is the best what Google play has. 
org.coolreader#124033:	   crash workaround: recently this started crashing on open of 1 book. To fix, i opened a different book, then went to settings, changed texture to default, and set to night mode, before reopening the 1st book i also set the book 1 status to (to read) and exited app. I restarted app and book 1 worked again. I love this app, most reliable brightness swipe and opens all i need except pdf (so i just convert pdf to epub instead) 
org.coolreader#124035:	   for me when screen rotation is on, it displays the screen upside down. Turn off screen rotation and it goes back to normal. Have tried clearing data, cache, and uninstalling and reinstalling the app. No change. Not a huge problem for me, but sad I cant give this app ten stars because of that issue. 
org.coolreader#124039:	   Very good e reader plenty of good features..keeps crashing half way through a book though and I have to uninstall app and reload again..apart from that its all good.. 
org.coolreader#124042:	   The app works great with every formats except prc, especially when the prc file is in non-English languages like Vietnamese. Please fix this for the next upgrade. Thanks. 
org.coolreader#124043:	   I use to love this reader but now it just closes every few minutes, please fix or I'll need to use another reader. 
org.coolreader#124051:	   Used to be good reader, now keep crashing every couple of minutes,so it is not possible to use anymore. Not uninstalling in a hope that this will be fixed. 
org.coolreader#124060:	   It used to be a very good app, but now it keeps on closing after some minutes. Can you fix it please? 
org.coolreader#124065:	   Great app! I love it, but since Tuesday it crashes every time I open my book :( 
org.coolreader#124069:	   It is constantly crashing ! 
org.coolreader#124071:	   Excellent range of formats, easy to use. Sadly no control over encoding. Crashes when does not like file encoding, though same file works perfectly in FBreader. 
org.coolreader#124077:	   Bought moon reader but text to speech for my dyslexic son didn't work right, I found this app and its much better and free. 
org.coolreader#124078:	   This program works well with epub books. It has a weird voice though and it is hard to get her voice to a setting close to sounding non-computerized. Should have different voice options. Also repeats paragraphs since last update. Can not complain too much since it was a free ap! Right now it just stopped working. First time that has happened...hope it will start back up soon! 
org.coolreader#124080:	   I think I could'nt find something more better than this app. Totally worth downloading. Never hang, stuck, crash or any stupid things that other apps do. Keep up the good work! 
org.coolreader#124089:	   When I try to open a book, error 404 comes up. Do not download 
org.coolreader#124095:	   Desire X. It crashed while reading one of the books (.mobi) and continues crashing every attempt of opening that file. 
org.coolreader#124100:	    is not loading and I can't go to pages I want through contents. Fix it please else a good reader. 
org.coolreader#124108:	   You can add some more page transition effects , and cure the" force close" in my neo v. Also, pdf viewing can do. And pls fix the image bug!! 
org.coolreader#124111:	   But with the latest update it is constantly crashing and I can't get rid of the freaking toolbar at the top. Will probably have to switch which is unfortunate as this reads so many kinds of books. 
org.coolreader#124114:	   Crashes frequently. Often pages dozens of pages forward or backward. Uninstall. [Galaxy Note 2] 
org.coolreader#124116:	   It was good. But crashing a lot after update. 
org.coolreader#124118:	   Very good, stable app but most recent update has added a slightly intrusive toolbar that I can't get rid of 
org.coolreader#124132:	   One of the best readers before upgrade 2 reader, now it crashes and lost 1/4 of the screen to a tool bar i don't want... 
org.coolreader#124133:	   I can not open  files. Plz fix it! 
org.coolreader#124139:	   Never had a problem. Flawless 
org.coolreader#124141:	   I read comics with this reader as well as regular books. Haven't had problems with books, but comics typically have bugs associated with reading them. Many times, turning a page results in a black empty page or an incorrectly formatted page where the comic is smaller than the screen like the reader zoomed out. Many times, to fix, I have top flip back and forth between pages or restart my device to get it to work. Please fix this! 
org.coolreader#124149:	   Last update has added a tool bar, which I couldn't remove. That irritates 
org.coolreader#124164:	   It was a 10 star app before this update. What in the name of all things holy you did to it? An example: I'm reading a series of books, as usual. To my surprise, when I've finished book 8 of series L, instead of getting me right where I was when I hit back, there I was facing the whole index to go find the next book of that particular series. When you have over 5 K titles it's a humongous PITA. And the never seen before force-close. It was by far the best reader app ever. Please fix it!!! 
org.coolreader#124166:	   Best reader ever. Used for some time now and won't use another. Thank you for a great app. 
org.coolreader#124170:	  The new update fixed my issues with the old one. Back to five stars for the prompt fix. :) 
org.coolreader#124171:	   Thanks for fast fixing the position saving issue! 
org.coolreader#124172:	   Is anyone else getting a FC when attempting to switch from night to day mode with the latest release (3.1.2-20)? Other that small bug in the latest release, I love this app for reading my .epub books!!!! thanks 
org.coolreader#124176:	   Hi i like this reader after the update but  is not working please fix. 
org.coolreader#124177:	   I have a Samsung galaxy s3 and I use the read aloud frequently but when ever there is a "..." it pauses and doesn't start up again can you fix this please I am reading the game of throne series and there is a lot of... 
org.coolreader#124179:	   Upgraded to the latest version today. Now I wish I hadn't. The upgrades to the UI and all are fine. But the number of times this damn app crashes is the pits. The older version was better. Piece of crap now. On Sony xperia sola android 2.3 
org.coolreader#124183:	   I stop used it cos this update. Do not instal it!!!!! I want fu nd old version of Reeder witch was Cool... now it is Poor Reeder 
org.coolreader#124189:	   Excellent. But when in scroll mode when you turn the page to the next one, it gives so many lines of previous page. That's why I am using turn page even though I like beter scroll mode. If you can fix this thanx very much. Otherwise this is the best app reader by far among all the others. 
org.coolreader#124201:	  Like the new updates so far. Biggest issue is the tag sorting tends to be a bit too granular. Can get 8+ pages in before hitting any actual books. 
