com.fsck.k9#50000:	  Your app will not work on my tcl 5056 n.... Then again I am smart and use a vpn.... Dumb ass 
com.fsck.k9#53065:	   I have about 10 email accounts and they were all working fine. Now 8 of them say "Certificate error" 
com.fsck.k9#53070:	   Now getting cert error. 
com.fsck.k9#53073:	   Was an excellent email app. But the latest update has instantly broken it, with error messages for no reason. Will have to go elsewhere unless it is sorted very quickly. Very disappointed. 
com.fsck.k9#53075:	   The latest version 5RC1 breaks with many popular mail services. Yahoo, 1and1 to name just 2. I had ranked this a 5 star app until this downgrade. Hold off until they fix it. I wish I had. 
com.fsck.k9#53076:	   Update: Devs: the Jan2014 update: the app crashes, is very unstable. Will update rating after the bugs are fixed. SG2 CM @ 4.3.1. God bless you guys. Thanks for this great app. Working fine on the galaxy tab 1, A500, Note3 & GS2. 
com.fsck.k9#53079:	  Upgrade causing errors with yahoo accounts 
com.fsck.k9#53080:	   Used no work great but since I updated earlier today I can't send emails. Please fix or I will have to uninstall and use another app. 
com.fsck.k9#53081:	   Was a 5-star app until the update. Now it causes errors with my Yahoo accounts. Please fix this, otherwise I need to search for a new mail app. 
com.fsck.k9#53082:	   I love this app and it's great for what I use it for -- multiple secure IMAP connections, including one to a fussy MSExchange service. But the latest version here stores HUGE numbers of "Exception: message count -1 for folder XXX" and I/O errors and PUSH errors in the K9 Errors folders -- and these aren't errors. They're what happen when you walk around with a mobile device and change wifi speeds, access points, and cell towers. And those exceptions now take up space in your message storage for the app. Also they've discontinued the option for older security methods -- and that's great for security, except when you have to turn security OFF because you can't personally upgrade the server you have to use. I may have to downgrade to maintain usability for my needs, but in all I'm very happy with this app and the hard work from the development team to keep this a five-star product. 
com.fsck.k9#53083:	   Unable to delete emails using the recycle bin icon. Please fix. 
com.fsck.k9#53084:	   Keep getting certificate errors with latest update (v5.000). Having to manually check settings to read mail on Yahoo mail servers is a pain. Never had a problem before this update. On Moto X with KitKat. 
com.fsck.k9#53087:	   Just updated, can't send mail. Went to website, no way to send comments on problems. Please fix. Good dog K9 
com.fsck.k9#53093:	   I've always used K9 but with several accounts it is annoying that the polling intervals cannot be set individually. It appears that they can but they always revert to the interval that is shortest. This results in an unnecessary use of bandwidth - not significant on Wi-Fi but important on mobile data. It seems like it should be a simple fix to prevent the greedy use of data unnecessarily. 
com.fsck.k9#53096:	   Each update turns the widget name to default. Please fix it. Account names turn to "K-9 Mail" I have many email accounts and have to rename them all on each update. 
com.fsck.k9#53097:	   First impression was good, but process hangs up. Everytime problems with folder "all msg." 
com.fsck.k9#53107:	   I have been trying to find a way to download coupons that come with barcodes so I have them available when i don't have access to the internet this has solved my problem so easy to setup and very intuitive Thumbs Up! 
com.fsck.k9#53114:	   But why is there no widget showing all incoming mail? Would be very useful... 
com.fsck.k9#53124:	   very confusing terminology, "polling folders"...I dont understand as opposed to "fetching" or "checking". I cant download attachments or view them. Looks like Gmail but does not work like Gmail at all. 
com.fsck.k9#53132:	   After months of using it just stop working, thank you for services :( 
com.fsck.k9#53148:	   Not useful for me at least. ..... 
com.fsck.k9#53153:	   Stock email app wouldn't register internode email, this worked straight away and was very easy to set up. 
com.fsck.k9#53154:	   Every time I try to set up gmail account it gives an error . 
com.fsck.k9#53156:	   As long as you don't have more than five email accounts, you will like this app. The issue I ran into was I couldn't install more than five accounts. As soon as problem is fixed, I'll probably come back to this 
com.fsck.k9#53174:	   On the plus side, it was very easy to add email accounts. On the minus side, the setup was badly designed. Conflict ? Maybe, but for some reason the setup procedure picks up EVERY folder AND file on your host - in my case creating 4 times as many "email" accounts that actually existed. I suspect maybe a bug ? So, for example, if you have a FILE on your server called myFile.php K9 picks this up as another email folder ! Seriously bad bit of design there. You have to manually select each error and mark it as "2nd class" to hide it (no multi-select option) - there is no apparent way to tell K9 to actually remove it. Another issue - minor, but irritating - is if you click on an email with the intention of opening it, instead of opening it you instead get a list of emails from the same person. OK, so you can then click on the email AGAIN in this new list to actually ropen it but what an un-necessary step. Not a disaster, just annoying. BUt those two bizarre issues aside seems a good package.. 
com.fsck.k9#53177:	   I love this App, but Hotmail does not love it! This is what I said before. "I just started using this. Feels and looks great. Hope I can keep using it w/o any bugs!" 
com.fsck.k9#53180:	   Great app but the push functionality isn't working. I have to manually refresh the inbox for messages. I have not changed any settings from the default install. Does it push mail from Hotmail? I have a Samsung Galaxy S3 LTE. Would be 5 star otherwise. 
com.fsck.k9#53182:	   Lately it become slower and gives 'fail to send email' errors. Also it gets stuck frequently on email check...annoying. 
com.fsck.k9#53184:	   Doesn't install on android L..please fix..I really love this app..unknown error during installation :"-112" 
com.fsck.k9#53188:	   Last few versions have drained battery badly. The last update claiming to have fixed this did not. I had to uninstall, drained my phone flat in 6 hours. 
com.fsck.k9#53189:	  Can't find a way to make multiple accounts 
com.fsck.k9#53193:	   This is one great email client for android! Still needs Could password lockscreen. Am also missing some common soft buttons such us 'send', instead of just menu items. Last but not least, pls pls pls fix ms exchange 2010 full support. 
com.fsck.k9#53195:	   This is a good email app, but today it stopped working. Anyone working on the problem? 
com.fsck.k9#53202:	   Every time I try to download an attachment it says "connection error" yet everything else works just fine on every other app in the sane network and location 
com.fsck.k9#53204:	   Functionality of the app is excellent, however a subpar user interface, difficulty in finding the right settings, and inconsistent/confusing terminology used to describe the same functions in different places are a bit problem for me. Also, please change its icon to something more professional. 
com.fsck.k9#53206:	   You have throughout these years perfected email for Android however the ONLY thing missing therefore more missing 1 star is you NEED to Add PRIORITY for emails unless I can't find it then I will make this 5 stars oh and for some reason only my hotmail account (with all settings setup correctly on both sides) will not delete from server I will try to delete and readd the account to fix but for now I have had to download the outlook app which works but I would prefer not to have Thank You and please Fix 
com.fsck.k9#53214:	   Waste of time. Downlaoded this app, then spent an hour trying to save attachments to sdcard. Downloaded OI File Browser; selected path where i want to store atrachment (sdcard). K-9 shows that it stored it where you wanted, but browsing for the file, it keeps storing it on the phone and not the sdcard. So great, I try to open the pdf file that it saved and it errors out saying the file is not valid. So.... free or not; if it doesn't work it's still crap. UNINSTALLED 
com.fsck.k9#53219:	   Updated 8/29/14: App has not synced my emails for the past 24 hrs. Problems with my emails synced from GoDaddy. The alerts appear but emails read no text and at other times, the emails appear only 1 second after the alerts arrives.. then immediately disappears from the in box until a few days later. 
com.fsck.k9#53224:	   Push feature not working by default. Pained myself by trying different setting but all in vain. Very flexible and lightweight app but still useless. I could be wrong but having push should have been easier. 
com.fsck.k9#53227:	   Find I don't get emails pushed quickly from it and if I delete an email on my phone it's still on my tablet. And I did the server deletion options 
com.fsck.k9#53228:	   I was having issues with the default mail program on my Galaxy S5. I was told by a technician at Verizon about this program so I tried it. Works great with a lot more features. I highly recommend trying it out. 
com.fsck.k9#53231:	   The developer's email address is invalid. Google does not recognize it. The app keeps crashing. I also have 6 email accounts set up through K-9, but the app only sends me notifications for one of them. They all have the same settings. 
com.fsck.k9#53234:	   Keeps crashing ever since I installed it. Horible. I'm sorry I ever gave it a chance 
com.fsck.k9#53237:	   After years of use I am uninstalling due to the constant sync sticking issues and battery drain as of late.. 
com.fsck.k9#53241:	   Does the job. K9 is miles ahead of the Samsung/android mail client. I have 7 email accounts I monitor using this app & I have no problem keeping everything separate & locatable using colour tags & different notification tones. 1 thing it's missing is the ability to NOT stop headphone audio every time an email is received. (But this maybe a Samsung issue) 
com.fsck.k9#53245:	   Not had the best experience and I'm uninstalling as I type this. Found it had a lot of connection errors when viewing an email. Also the app doesn't always display email correctly. Hey it may be my fault best personally I'm moving on to try another app. 
com.fsck.k9#53250:	   This was once the only email app I would ever use. But it has really gone downhill since. There are so many bugs it isn't even funny! Deleting emails and they just come back. Displays duplicates, even though the server is correct. Marking emails as read and they just come back as unread a few minutes later. Not to mention, this app doesn't even support S/MIME certificates for signing and encrypting emails. Oh, but they give you the option to use another app for this, but that app doesn't even support one of the most popular certificate types (S/MIME). If these devs get their acts together and bring this app back up to par, then I would be happy to try it again and rerate for more stars. But as it stands today, this app is not even worth 1 star. 
com.fsck.k9#53260:	   Why did i get 2 inbox and notifications? I am using nexus 5 with exchange mail, please fix it. Thanks 
com.fsck.k9#53263:	   I have one issue. I set the option in certain account to leave unread. The problem is that even emails that are read already get marked as unread. 
com.fsck.k9#53272:	   I honestly liked it till I found out it won't support Exchange 2010 ... now it's of no use to me 
com.fsck.k9#53273:	   Never had the problem before but now, old emails (those read already) keep popping up as new unread mails especially after you deleted some recent emails... Not serious but irritating... getting seriously irritating!! 
com.fsck.k9#53283:	   Even though I enter my password correctly it doesn't accept it, says that mail or password is wrong. I checked opening the same account through a browser but didn't find any problem there! 
com.fsck.k9#53284:	   Great app with intuitive customisable features. Only problem is that after certain polls, it keeps displaying random messages as unread. 
com.fsck.k9#53289:	   A great alternative! Made the switch because the stock e-mail client couldn't sync anything except inbox due to folder structure. But I'm hugely missing support for IMAP keywords! In order to tag from the phone and get the tags synchronised to Thunderbird and (Roundcube) webmail. 
com.fsck.k9#53293:	   Works great. Doesn't drain batery. One small problem. Button "mark read" in notification area doesn't work. And when you mark read in app,it doesn't clear it from notifications. 
com.fsck.k9#53300:	  Dealbreaker bug: Emails duplicating notifications, cant stop the loop. I have to uninstall (Sg S5) 
com.fsck.k9#53304:	   Whenever I try to sync my gmail accounts (each with 5k+ emails) the app crashes every few minutes 
com.fsck.k9#53314:	   Normally, I love this app much. But I don't know since when, I can't send email through this app. Always fail. It's different if I use browser. 
com.fsck.k9#53322:	   It's basically impossible to select a text. If I move the cursor of my selection down, the mail scrolls down, if I move it up, the mail scrolls up ! First time that I witness such a bugged selection tool on Android. And I saw some nasty ones. I keep it for a few weeks hoping for a fix. Or I'll move on to sthg else. Samsung S3 Mini. Android 4.1.2. 
com.fsck.k9#53324:	   Not getting emails in spam folder. Spam emails is not retriving. 
com.fsck.k9#53327:	  email is always a hassle to configure, and I found it confusing trying to setup which folders to display, but ultimately this is my preferred app. its fast, very customisable, can bypass android sync option, doesn't drain battery, has a backup option which does not save your email password. 
com.fsck.k9#53335:	   The icon is what really bugs me. Red envelope seems like 'spam'. I wish it was at least green in colour. Whole new icon would be much better. Besides the icon, everything is very good. I use it everyday. Being open-source is another reason I use (support) this app. Thank you devs. 
com.fsck.k9#53343:	  When I tap "down load complete mail" for partially downloaded mail, it displays some other mail. I have found this bug now only. Earlier such bug wasn't seen. It was perfectly working. I have rated 3 stars for this particular inconsistency in the app. 
com.fsck.k9#53344:	   I have installed the app and amazingly for first one week everything works fine with the ms exchange server. Alas suddenly the inbox stops showing up the messages since the folder displays with 'ioexception error with cod'. I thought probably the whole app become incompatible with the ews, but found sent items is working fine. All the emails that are sent to the corp addr and personal one are correctly delivered. Any clue suggestion from k9 development group ? 
com.fsck.k9#53346:	   I've been using this program for years. Recently my phone gives me a notification that I have new email. I go to my inbox and see the new email and then it disappears. I'm set up using Imap and the email client is GoDaddy. Godaddy blames the phone or K9. The on board email program don't do this. I log into Web mail for Godaddy and the disappearing email is still in my inbox. There is a syncing problem. Searching the Internet I find this is a problem. 
com.fsck.k9#53349:	   I need the feature moving this program to the sd card. My email is huge. Otherwise this program is perfect. I need security and it workd flawlessly using SSL/TLS and IMAP. I never miss an email, the program never crashes. And I get emails fast. 
com.fsck.k9#53351:	   I'm extremely satisfied with this. I am in an industry that requires a responsive functional email client. This actually receives, and sends gmail messages faster than the android gmail app by google! And even PGP and viewing message headers?? This is great! The only complaint I have is that I'm unable to search messages and that are on an IMAP server. The search function hangs. Please fix this. I'm still rating this 5 stars. ***** I fully support open source software on Android. 
com.fsck.k9#53354:	   The main bug which entitles you to score 1 star to this server is that it doesn't remember the addressee you previously filled in. Every time you need to send email to an address, every time you need to write the address fully again and again - it doesn't save it never! Very uncomfortable 
com.fsck.k9#53355:	   After a morning of searching and infuriating failures of other apps, I came to K9. I tried Google, Outlook, and all the others. I even tried some payware. None of them came anywhere close to matching the functionality and ease-of use/setup as K9. Where Microsoft and Google have failed, a group of independent developers have succeeded. Thank you guys for having brains and the ability to use them. Now if we can just get the icon changed... Honestly it was the silly, superficial reason I didn't come here first. 
com.fsck.k9#53357:	   Not bad but not excellent. Gmail ok. But Hotmail not get mail 
com.fsck.k9#53365:	    for Android. Handles most email types with ease. Although some exchange accounts will not work 
com.fsck.k9#53367:	   Use to love the product but the sync of folders and search for emails is getting bad. Sometimes making me feel stupid infront of the customer cause I know I sent them an email and I can't find it on the phone even if I force load more emails. Come to my computer at the office and there is the email in the sent folder. Sync is getting bad. But for basic email the product is still good. 
com.fsck.k9#53372:	   Used to be great, but... Since the devs stopped listening to users it has become useless if you use ssl self signed certs on SUPPORTED operating systems. Devs say it is insecure. Thats MY problem, not theirs. Now have to find something that WORKS instead of this now useless piece of junk. 
com.fsck.k9#53374:	   Cannot get ride of the all inbox and unified messages inbox. Fix this,I used to be able to get rid of these from the view. 
com.fsck.k9#53381:	   Much better than the stock app but on my phone when I view the Unified inbox and try to delete some messages received, it stops working. Update: latest version fixed my issue. Excellent!! 
com.fsck.k9#53385:	   Doesn't sync, doesn't load mails on my Samsung S4. Deleting. 
com.fsck.k9#53386:	   K9 is causing excessive battery drain and lag on my note 2. Uninstalling if there isn't a fix soon. I charge my phone three times a day since the kitkat update and my battery app says k9 is the culprit 
com.fsck.k9#53390:	   I was enjoying K9 until I realized that push won't retrieve your messages for IMAP setup. Major chink in the armor of this app. Can't use until fixed . I recommend not using this app until this is addressed. 
com.fsck.k9#53395:	   Auto account setup doesn't even work with Hotmail. It lets me try to sync my improperly set up account and then crashes. 
com.fsck.k9#53402:	   Like deleting several mails at once without opening or clicking on a link inside a twitter app notification email does not work on a Samsung galaxy s4. 
com.fsck.k9#53411:	   Push is so unreliable that it's more reliable to turn on polling, and not all folders in my Gmail account are accessible in this client (and for no good reason, I might add. I have "show all folders" enabled). If this works for you, then enjoy using what the best email client available for Android. Chances are though, you will have the experience I am having. I'll try again in a few months and see if the bugs are fixed. 
com.fsck.k9#53414:	   It won't sync my mail for me...I have to do it manually. That is fine for those accounts that I don't need to check on a regular basis. Tried searching for help on how to fix that and found nothing. Guess I will be looking for a different email app. 
com.fsck.k9#53421:	   This is a great replacement for the Yahoo Mail app. The most recent update has provided an option to place the signature before the quoted response or after the quoted response. That was my only complaint in earlier versions, thank you so much for fixing it! 
com.fsck.k9#53423:	   The UI in this application is quite well done. Unfortunately many features are missing or available in a broken way. In particular PGP/MIME support is missing (inline only support with a plug in), and exchange support is way behind the times (supports 2007 or older). From the looks of the bug trackers, neither will be forthcoming anytime soon, which is sad because it's actually a rather nice program otherwise. For now the email app that's built in to the Note 3 covers these & more. 
com.fsck.k9#53435:	   Mostly pretty satisfied. I can have all my e-mail accounts in one place and check them once in a while, answer them, organise them, save drafts, upload images and so on. However I don't get notifications upon receiving new e-mails nor do the appear in the inbox unless I manually click or motion for a refresh. I initially didn't care as I wanted to avoid using mobile data but I am now getting more data and don't care when I am on WiFi. So I activated background sync when auto-sync is checked ( which it is). 
com.fsck.k9#53437:	  New email notification - not working! 
com.fsck.k9#53439:	   This was a perfect app for over 2 years. The latest update no longer syncs with my IMAP. Please fix and it will be perfect again. If not I will have to uninstall and find something else 
com.fsck.k9#53448:	   Doesn't reflect the app truly. It's way less versatile. Aquamail is better when it comes to all these small annoying k9 problems. I deleted it and use the android app and aqua mail 
com.fsck.k9#53453:	  Multiple drafts bug 
com.fsck.k9#53456:	   Once you have 1000+ emails things get slows, and worse, the app crashes a lot. If you are a light user of email this will work OK for you. 
com.fsck.k9#53467:	   K9 mail intermittently crashes when replying after latest update 
com.fsck.k9#53470:	   Connection error when trying to read 1 of my important emails. Yet it worked on gmail site. All he new mail i get is blank. No text. Edit. Used nearly all my mobile data. Hunk of junk app. Used 1.3gig of data prob syncing or some bs. Update still cant download some attachments connection error. 
com.fsck.k9#53474:	   Since the last update even when I read an email, 2 minutes later it says the email is unread. Only gave it one star to attract attention to this issue. This is a 5 star app otherwise and has been perfect in the past. I easily imported all my settings from my previous phone. Good feature 
com.fsck.k9#53477:	   This app no longer opens on my samsung galaxy note since the last update. It just has a black screen for a few seconds and then closes back to my home screen. Please fix this or i have to uninstall...Update! Reinstalling fixed the problem, works perfect now. 
com.fsck.k9#53478:	   I was unable to set up more than one account. I searched but could not find a way to add another account. 
com.fsck.k9#53493:	   SO happy to have the move message bug fixed! (I could read and Mark message but any attempt to move it except for deletion meant the all crashed. NO MORE! And I'm working with a rather large email account via IMAP. I hated losing access to an exchange server and using Touchdown, but this app is a great replacement tool!) 
com.fsck.k9#53495:	   I can't get push mail from my yahoomail. I must refresh manually. 
com.fsck.k9#53525:	  Far better than stock client, with some quirks. Problems on Droid Maxx they won't fix. Really need a paid version so bugs/enhancements are fixed faster. 
com.fsck.k9#53531:	   For me, better than the bundled email app. Installed this to my colleague's S4 too because her default email app is not working the way it should be after updating to 4.4.2. 
com.fsck.k9#53532:	   The app stops working and crashes when use pop...but when using imap it works fine withouy any crashes...please fix this issue...as this app is the only perfect email app in the market... 
com.fsck.k9#53543:	   You take too long ro respond to email about issue with emails show up as arrived but I've already open and read the emails... 
com.fsck.k9#53546:	   Mail doesn't delete from server and doesn't load most emails 
com.fsck.k9#53547:	   Exchange mail does not work (IOexception error). Other apps work. 
com.fsck.k9#53551:	   I've used K-9 for over a year and it's always been awesome. Very customizable, and I love the quiet time setting which allows you to silence it during certain hours of the day. Since the most recent update, however, there have been many problems. The app no longer notifies me when I have new mail on my Gmail account; I have to open up the app and look. Even worse, it's draining my battery like crazy. Please fix or I'll have to uninstall! 
com.fsck.k9#53553:	   I was looking for an email server to replace the default one on android phone. The default wouldn't allow my emails to stay deleted. When I looked up how to fix it all the advice kept saying to get this server. I had it for 2 days and deleted it. First I couldn't delete a lot of emails at one time. It was either all and I then I had to uncheck the emails I wanted to keep or delete one at a time. I like how the default email categorizes it by date. Also the kept telling me there was a connection error. 
com.fsck.k9#53561:	   Was horrified today to find that this app has a major power problem. On average it sucks up in excess of 3 times more than the screen does. 63% battery usage taken by an Email program. No wonder I'm always in trouble for battery life. Have to remove this app now 
com.fsck.k9#53563:	   Loses accounts occasionally and cannot login or send. Must fully reinstall to fix 
com.fsck.k9#53566:	   It is OK....better than the stock android email client but it isn't working on 4.4.3 ...notification not working 
com.fsck.k9#53587:	  Not work 
com.fsck.k9#53608:	   this app solved my email problem. my midclass android has bad email default app. plus : -. conversation mode -. unified inbox multiple account -. unread box multiple account minus : -. i still have difficulties on setting exchange corporate email account great app, keep improving. 
com.fsck.k9#53616:	  I can't move email from trash to inbox. 
com.fsck.k9#53628:	   One of the best email clients I've tried. I've tried quite a few. This one behaves the closest to the way I like. Almost perfect. It has plenty of features and ways to customize it. EDIT: I had a problem in Sent list displaying all items with the Sender field, but somehow I managed to make it display the Recipient. I have two suggestions. At least in the folders list put the name or email of the active account (whose folders we're looking at). The side color only is not enough. Also a way to rearrange the folders, now they are sorted by name but I'd wish Inbox at the top, then Sent, All Mail etc. A sliding folders list from the left edge like in other email clients would be very neat. Update2: no password protection of passwords and program?! Really.. I'm to uninstall it, too bad, otherwise it's the best email app around. SAD. 
com.fsck.k9#53629:	  Exchange don't work :-( 
com.fsck.k9#53634:	   Dowloaded app okay but then tried to remove spam but did not find settimgs and web offered no help because outdated and lack of simple of simple steps. 
com.fsck.k9#53635:	   Turned on to this by Lifehacker. Works great for my usage. One issue: open email in portrait mode, touch download message button, rotate phone to landscape, must force close app. MB865 Gingerbread 
com.fsck.k9#53638:	   It crashes when I upload my resume. 
com.fsck.k9#53639:	   Was having problems before but the new upgrades all is really great! Highly recommend!! I hope the application programmers read this...your doing a great job...keep it up!! Thank you! 
com.fsck.k9#53640:	   Good interface and features but really buggy. Sometimes won't pull up mail content and crashes if I try to refile a message into a Google Mail folder. 
com.fsck.k9#53643:	  Great app for email. But need a way to see email page source. Cannot find out whether emails are faked. Please provide update to show email page source. Thank you. 
com.fsck.k9#53652:	  Much better than standard android email app, does not get as confused, A1 
com.fsck.k9#53654:	   Latest version is suddenly failing to send and receive reliably. Also crashing trying to open large emails. 
com.fsck.k9#53659:	   Well, after testing a dozen(at the very least) of the most popular mail apps, it seems this alongside the default mail app is the best. Not because it's "great" (it's not) but because of lack of true competition... 
com.fsck.k9#53660:	   Doesn't work with Gmail IMAP or POP!! 
com.fsck.k9#53662:	   Was a great email app that helped me avoid signing over my phone to my employer just for the sake of sending and receiving email. But once multi-factor authentication (password + security questions) was recently setup for OWA, this app now fails to connect. 
com.fsck.k9#53667:	   The app has often problems to synchronise. The best solution in this case is to kill and restart the app. 
com.fsck.k9#53676:	   Installed and about to use and nothing. I've been through everything to enable sync and can't find any button to press. Am I doing something blatantly wrong? 
com.fsck.k9#53679:	   Fantastic functionally and customization options. However there are a few very noticeable drawbacks like automatic email sizing not working properly and email search is very unreliable with results. 
com.fsck.k9#53683:	  Very slow to react to user input and crashes frequently. 
com.fsck.k9#53689:	   Nexus 7 with KitKat would not display photos in emails. Read about K9 in Android forum. Many said that it would solve the problem. It works! Give it a try. 
com.fsck.k9#53692:	   I love the open source nature of this mail app. It's like Mozilla Thunderbird for Android. Everything seems to be in order, except for auto sync. It's not working at all, not for any one of the mail accounts, and even more for Hotmail. I need to manually poll for new mails in my mail accounts. I believe this defeats the very purpose of this app. 
com.fsck.k9#53696:	   Keeps freezing and closing whenever I back out of a email . Runs slowly. Please fix 
com.fsck.k9#53703:	   love this email client and been using it for a couple of years now, but after the last update, I need to kill the app and restart it everytime I need to check for new emails. Would REALLY appreciate a fix (using a Samsung Galaxy S4 and IMAP on SmarterMail latest version) 
com.fsck.k9#53707:	   It has stopped working, won't sync anymore. 
com.fsck.k9#53710:	   It ok. But it will eat your battery doesnt stop running in the back round. Counted 29% if my battery useage 
com.fsck.k9#53722:	   Was fantastic before update, but now won't save attachments. I've turned on the Log bit, but am unable to send you the data. I have Samsung S4 4.2.2 so Logcat App won't work and tried computer method and it was just double Dutch to me! Please help. I use it a lot for business and need to save documents constantly! 
com.fsck.k9#53731:	   Everytime I forwarded emails with attachment(s), the attachment(s) were always missing. Please fix it! 
com.fsck.k9#53733:	   It was great but lately something is wrong. This morning it failed to send any messages. I uninstalled and tried reinstalling and it doesn't work. I can no longer send or receive emails!! 
com.fsck.k9#53735:	   I get an ioexception error, which I think is due to K-9 not supporting Exchange 2007/2010 yet. Don't like stock Samsung mail but I guess I'm stuck with it because I can't find another mail app I like. 
com.fsck.k9#53736:	   Haven't been able to send email for past two days. Receive error message: negative SMTP reply 535 5.7.8 error. I love this program. Only one I use for my emails. Hope you can fix this issue. 
com.fsck.k9#53740:	   IOException every time. Please fix. 
com.fsck.k9#53744:	   Everything is working great with this application. I have 2 Gmail accounts and an iCloud account all attached and they work awesome. Just can't get the attachments to save to the SD. Keeps giving me an error when I try to do it. I want to free up some space on my S5. If they fix this, then they will have a top notch application here. 
com.fsck.k9#53747:	   Installed this to get around the lack of security support on the default Android mail client. Installed perfectly on a Nexus 7 and HTC Desire phone, setup easily and worked perfectly. Would not use the default clients again. To the user who criticises this for not having the 'check boxes' - turn them back on through the Multi Select Checkboxes in the Settings>Global Settings>Display Options 
com.fsck.k9#53749:	  Great on my phone, but does not sync to my Smart watch. No matter how many emails I receive, the Smart watch only displays 'List empty'. Any advice/comments? 
com.fsck.k9#53760:	   It is impossible to star a message without triggering the scroll bar. Even after the scroll bar hides, if you try to star a message, it will re-activate. Please fix! 
com.fsck.k9#53765:	   With 4.3 JellyBean, when an email is in the notification bar the app crashes using the fast open via notification tab. 
com.fsck.k9#53766:	   This dog is loyal, it feteches my email without problems, and I can customize it to my liking. What more can I ask? 
com.fsck.k9#53771:	   I couldn't move my e-mail from my inbox to a different folder with out crashing and often wouldn't show pictures. Delete. HTC one M7 
com.fsck.k9#53773:	   the screen display (folders, not individual messages) shows multiple message headers as if they were overlaid on each other, displaced by a few pixels, on my Droid DNA - while the native mail client does not display the problem. since there is really no developer to complain to, my only real option is to uninstall it and go elsewhere. sigh. 
com.fsck.k9#53778:	   ...get the same IO error and it doe not recognize my Exchange Server FQDN so can't connect. Need ActiveSync support. This app would easily be a 5 with that. 
com.fsck.k9#53779:	   I used to be able to select multiple emails, now suddenly today I can't figure out how to do that! I get a lot of spam, so I'd this isn't fixed quickly I'm going to have to find another program. I also wouldn't mind a more mature looking interface (not so boldly colorful). 
com.fsck.k9#53780:	   April 8, 2014 K-9 lost all my emails and will not "load 1000 more messages" when I tell it to even though the server has all the email still there. My battery also showed K-9 using more than my screen - crazy. I've rebooted, cleared the cache, and it still won't load emails before April 8. Today is April 15 & I have 12 emails. A week ago I had a whole lot more. What happened? 
com.fsck.k9#53782:	   I just switched from a flip phone and iPod touch to the Moto. When I setup my exchange account, the app told me that my server REQUIRES me to allow it full access and control over MY phone. Bye bye. K-9 was setup in about a minute and a half, didn't need to allow access to any of MY personal information, and the interface looks to be well thought out and user friendly. I especially like the "split screen in landscape view". Granted, I haven't looked around that much, but this app works perfectly for me, so I'm done looking, on to better things. I don't even care that Gmail isn't supported. Great job, guys! Update 4/15/14: Gmail is supported but I ran into some problems when I decided to change settings on my Exchange account. Basically, every change I made caused some function to fail. Display, sync, notification problems got worse and worse until finally the app was beginning to make me feel stupid, so I uninstalled and moved on to a paid app. Regular IMAP/POP email is OK, but needs more work in order to use Exchange accounts. 
com.fsck.k9#53785:	   Loads fast. Got this email client because you can choose to keep emails on ur device even if they are deleted from your server. But it don't seem to have a peak/non-peak sync schedule (or at least I can't find it). 
com.fsck.k9#53787:	   I loved this app for my email but I think I'm gonna have to uninstall it because it keeps crashing on my nexus 10. Should I wait for an update? 
com.fsck.k9#53796:	   When your email does not work with your phone replaces it.Sometimes you need to uninstall if it stops updating but works great usually 
com.fsck.k9#53807:	   I. Hate. Gmail with a passion! That's why I came looking for something else to help me with the mess Google calls email. When you have more SPAM than mail you need a new account. If I could I would but everybody I know has known what my acct is for years! Only problem is when effin Google changed things. Now K9 has done mail the same way! WHY?!?! If it aint broke, dont fix it! You make more problems by doing such. The only way I can delete a msg is by opening each one and deleting. That's not happening! 
com.fsck.k9#53814:	   Pretty comparable to the stock email (not Gmail) app, with one important addition: you can back up & restore and/or export & import your settings, so no need to redo all your account settings every time you change ROMs. It does a few things better than the stock app, and a few less well. It appears that most of the people making negative reviews have just failed to wade through the very extensive settings menus. Most of the features people are asking for, such as threaded conversations and checkboxes for multiple selections, can be enabled there. Messages can be moved to folders by long pressing them, at least on IMAP. I don't use POP3, so not sure if it is possible with those accounts. True, it does not allow changing fonts, but neither does the stock email app. Whether it overrides font settings that you make within the settings for your email account, I don't know. I would hope not, but I have not tested it. 
com.fsck.k9#53818:	   Can't move emails to different folders 
com.fsck.k9#53825:	   Maybe its because I am a graphic designer but this design literally gets worse the more you use this app. I mean it needs a sleeker icon. I ignore bad icons but geeez. This is hideous. Lots of apps have different icons to pick for each apk. It needs something simple and contemperary The gray buttons are not cohesive with the white selection interface and the text is offset. It bugs me a little. 
com.fsck.k9#53827:	   Exchange mail does not work (IOexception error). While I installed the other mail app cloudmagic, it works instantly. 
com.fsck.k9#53829:	   Many options to set (which is good and bad). Unfortunately selecting threaded conversations doesn't work as expected. And attachments can't be forwarded without downloading them. 
com.fsck.k9#53830:	   Can't even input 1 email address without problems. Complicated 
com.fsck.k9#53833:	   Great app for consolidating all my inboxes, I've used a few and this is he best I have found. However when I get notified of a new mail message in the pull-down menu, there are 2 options: 'Reply' or 'Mark As Read'. If these buttons were made smaller there would be room for a 'Delete' button which considering sll the smap going around these days would be more useful. 5 stars if this is fixed! Agreed- new update isn't great and no need for pictures of the sendees. 
com.fsck.k9#53839:	   Great for years. Now can't read email, all folders have Command: *sensitive* error message. Lots of problems lately w gmail, so betting it is a K-9 / Google problem. Need to stay away from app until fixed. Not being able to read email on the go from any gmail accounts is a real problem. 
